56778,ZPPP,2502.0,10268.0,1892,KUNMING/WUJIABA
56964,56964,2277.0,10098.0,1303,SIMAO
56985,56985,2344.0,10333.0,1314,MENGZI
57083,ZHCC,3472.0,11365.0,111,ZHENGZHOU
57127,57127,3307.0,10703.0,509,HANZHONG
57131,57131,3443.0,10897.0,411,\N
57178,57178,3310.0,11248.0,182,NANYANG
57447,57447,3028.0,10947.0,458,ENSHI
57461,57461,3073.0,11137.0,258,YICHANG
57494,ZHHH,3060.0,11405.0,24,WUHAN/NANHU
57516,ZUCK,2960.0,10640.0,541,CHONGQING/CHUNGKING
57687,57687,2811.0,11279.0,119,\N
57749,57749,2757.0,11000.0,258,HUAIHUA
57816,ZUGY,2648.0,10665.0,1223,GUIYANG
57957,ZGKL,2533.0,11030.0,166,GUILIN
57972,57972,2574.0,11297.0,369,CHENZHOU
57993,ZSGZ,2587.0,11500.0,134,GANZHOU
58027,58027,3428.0,11715.0,42,XUZHOU
58150,58150,3375.0,12030.0,3,SHEYANG/HEDE
58203,58203,3287.0,11573.0,33,FUYANG
58238,ZSNJ,3193.0,11890.0,32,NANJING/NANKING
58362,58362,3142.0,12145.0,9,SHANGHAI
58424,58424,3062.0,11697.0,62,ANQING
58457,ZSHC,3023.0,12017.0,43,HANGZHOU/JIANQIAO
58606,ZSCN,2860.0,11592.0,50,NANCHANG
58633,58633,2897.0,11887.0,83,QU XIAN
58665,58665,2862.0,12142.0,5,LUQIAO
58725,58725,2733.0,11747.0,219,SHAOWU
58847,ZSFZ,2608.0,11928.0,85,FUZHOU
59134,59134,2448.0,11808.0,139,XIA-MEN
59211,59211,2390.0,10660.0,177,BOSE
59265,59265,2348.0,11130.0,120,WUZHOU
59280,59280,2372.0,11308.0,79,PING YUAN
59316,ZGOW,2335.0,11667.0,4,SHANTOU
59431,ZGNN,2278.0,10855.0,152,NANNING/WUXU
59758,ZGHK,2000.0,11025.0,64,HAIKOU
59981,59981,1683.0,11233.0,5,XISHA ISLAND
60018,60018,2832.0,-1638.0,105,VALLE DE GUIMAR TENERIFE
60096,GSVO,2372.0,-1593.0,12,\N
60155,GMMC,3357.0,-767.0,62,\N
60390,DAAG,3669.0,322.0,29,DAR-EL-BEIDA/HOUARI
60571,DAOR,3162.0,-223.0,807,BECHAR/OUAKDA
60630,60630,2723.0,250.0,269,IN SALAH
60656,DAOF,2770.0,-817.0,439,TINDOUF
60680,60680,2281.0,545.0,1364,TAMANRASSET
60715,DTTA,3683.0,1023.0,4,\N
60760,DTTZ,3392.0,810.0,93,\N
61024,DRZA,1697.0,798.0,502,AGADEZ SOUTH (MIL)
61687,GOTT,1377.0,-1368.0,49,\N
61901,61901,-1593.0,-567.0,436,ST. HELENA ISLAND
62306,HEMM,3133.0,2722.0,29,MERSA MATRUH (MIL)
62378,62378,2987.0,3133.0,141,HELWAN
62403,62403,2620.0,3275.0,96,\N
62414,HESN,2397.0,3278.0,194,ASWAN (CIV/MIL)
62423,62423,2705.0,2798.0,78,\N
63985,FSSS,-492.0,5452.0,4,SEYCHELLES INTL
64400,FCPP,-482.0,1190.0,17,\N
64500,FOOL,47.0,942.0,12,\N
65046,65046,1205.0,853.0,476,\N
67083,FMMI,-1880.0,4747.0,1262,\N
68263,FAIR,-2592.0,2822.0,1526,PRETORIA/IRENE
68424,FAUP,-2841.0,2126.0,849,UPINGTON/PIERRE VAN
68442,FABL,-2910.0,2630.0,1368,\N
68512,FASB,-2967.0,1790.0,1007,SPRINGBOK
68538,68538,-3067.0,2400.0,1287,\N
68592,FALE,-2961.0,3112.0,109,\N
68816,FACT,-3398.0,1860.0,52,\N
68842,FAPE,-3398.0,2561.0,59,\N
68906,FAGE,-4035.0,-988.0,54,GOUGH ISLAND
69004,69004,1155.0,4316.0,11,\N
70026,BRW,7128.0,-15679.0,19,POINT BARROW
70133,OTZ,6689.0,-16261.0,5,KOTZEBUE
70200,OME,6451.0,-16543.0,7,NOME AP
70219,BET,6079.0,-16184.0,33,BETHEL
70231,MCG,6296.0,-15560.0,103,MCGRATH
70261,FAI,6482.0,-14788.0,134,FAIRBANKS
70273,ANC,6116.0,-14999.0,52,ANCHORAGE IAP/PT. CAMPBE
70308,SNP,5716.0,-17022.0,6,ST PAUL ISLAND
70316,CDB,5520.0,-16272.0,25,COLD BAY
70326,AKN,5868.0,-15667.0,8,KING SALMON
70350,ADQ,5774.0,-15249.0,6,KODIAK
70361,YAK,5951.0,-13967.0,12,YAKUTAT
70398,ANN,5505.0,-13159.0,35,ANNETTE ISLAND
70414,SYA,5272.0,17410.0,29,SHEMYA
71043,YVQ,6528.0,-12675.0,95,NORMAN WELLS (UA)
71081,YUX,6878.0,-8125.0,7,HALL BEACH/HALL LK
71082,YLT,8250.0,-6235.0,76,ALERT
71109,YZT,5068.0,-12737.0,17,PORT HARDY
71119,WSE,5355.0,-11410.0,766,EDMONTON/STONY PLAIN
71603,WQI,4387.0,-6610.0,9,YARMOUTH
71722,YMW,4630.0,-7600.0,192,MANIWAKI
71802,999,4752.0,-5278.0,112,\N
71811,YZV,5022.0,-6627.0,53,SEPT ILES (UA)
71815,YJT,4855.0,-5857.0,60,STEPHENVILLE/HARMON AFB
71816,YYR,5330.0,-6037.0,36,GOOSE/GOOSE BAY
71823,YAH,5375.0,-7367.0,307,LA GRANDE IV
71836,YMO,5127.0,-8065.0,10,MOOSONEE
71845,WPL,5145.0,-9020.0,386,PICKLE LAKE
71867,YQD,5397.0,-10110.0,273,THE PAS
71906,YVP,5810.0,-6842.0,60,KUUJJUAQ (UA)
71907,YPH,5847.0,-7808.0,25,INUKJUAK
71908,ZXS,5390.0,-12280.0,601,PRINCE GEORGE
71909,YVN,6375.0,-6855.0,21,IQALUIT (UA)
71913,YYQ,5875.0,-9407.0,30,CHURCHILL
71917,YEU,8000.0,-8593.0,10,EUREKA
71924,YRB,7470.0,-9497.0,46,RESOLUTE
71925,YCB,6910.0,-10512.0,25,CAMBRIDGE BAY
71926,YBK,6430.0,-9600.0,49,BAKER LAKE (UA)
71934,YSM,6002.0,-11193.0,204,FT SMITH (UA)
71945,YYE,5883.0,-12260.0,378,FORT NELSON UA
71957,YEV,6832.0,-13353.0,103,INUVIK (UA)
71964,YXY,6072.0,-13507.0,703,WHITEHORSE
72201,EYW,2455.0,-8179.0,13,KEY WEST INT AP
72202,MFL,2576.0,-8038.0,4,MIAMI/FL INTL UNIV
72206,JAX,3048.0,-8170.0,10,JACKSONVILLE
72208,CHS,3289.0,-8003.0,13,CHARLESTON
72210,TBW,2771.0,-8240.0,13,TAMPA BAY/RUSKIN
72214,TLH,3045.0,-8430.0,53,TALLAHASEE
72215,FFC,3336.0,-8457.0,245,PEACHTREE CITY
72221,VPS,3048.0,-8652.0,29,\N
72230,BMX,3318.0,-8678.0,174,BIRMINGHAM (SHELBY APT)
72233,SIL,3034.0,-8983.0,10,SLIDELL
72235,JAN,3232.0,-9008.0,91,JACKSON/THOMPSON FLD
72240,LCH,3013.0,-9322.0,5,LAKE CHARLES
72248,SHV,3245.0,-9384.0,85,SHREVEPORT REGIONAL AP
72249,FWD,3284.0,-9730.0,195,FT WORTH
72250,BRO,2592.0,-9742.0,7,BROWNSVILLE
72251,CRP,2778.0,-9751.0,15,CORPUS CHRISTI
72261,DRT,2937.0,-10092.0,314,DEL RIO
